1045.0,1036.0,1205.0,1300.0,1187.0,1124.0,1214.0,1219.0,1230.0,1128.0
1080.0,1417.0,1179.0,1186.0,1457.0,1213.0,1200.0,1322.0,1188.0,1216.0
1256.0,1045.0,1437.0,1202.0,1136.0,1443.0,1190.0,1215.0,1193.0,1413.0
1096.0,1031.0,1153.0,1392.0,1204.0,1141.0,1402.0,1199.0,1184.0,1129.0
1068.0,1318.0,1167.0,1180.0,1184.0,1257.0,1167.0,1332.0,1512.0,1184.0
1061.0,1162.0,1296.0,1186.0,1269.0,1430.0,1179.0,1180.0,1146.0,1510.0
1065.0,1235.0,1220.0,1446.0,1213.0,1176.0,1391.0,1218.0,1247.0,1148.0
1070.0,1512.0,1219.0,1189.0,1481.0,1258.0,1215.0,1736.0,1413.0,1235.0
1102.0,1125.0,1207.0,1218.0,1154.0,1794.0,1217.0,1095.0,1189.0,1347.0
1089.0,1244.0,1232.0,1375.0,1212.0,1087.0,1719.0,1225.0,1229.0,1256.0
1156.0,1401.0,1248.0,1210.0,1484.0,1218.0,1114.0,1309.0,1401.0,1194.0
1099.0,1218.0,1249.0,1228.0,1189.0,1576.0,1213.0,1222.0,1213.0,1244.0
1271.0,1248.0,1225.0,1413.0,1231.0,1156.0,1256.0,1516.0,1243.0,1285.0
1110.0,1248.0,1235.0,1226.0,1552.0,1255.0,1245.0,1206.0,1526.0,1256.0
1123.0,1344.0,1521.0,1276.0,1171.0,1266.0,1359.0,1263.0,1265.0,1303.0
1440.0,1263.0,1187.0,1258.0,1290.0,1299.0,1466.0,1316.0,1258.0,1252.0
1081.0,1590.0,1266.0,1288.0,1268.0,1257.0,1335.0,1252.0,1283.0,1328.0
1136.0,1273.0,1690.0,1260.0,1263.0,1321.0,1254.0,1266.0,1280.0,1265.0
1139.0,1285.0,1159.0,1554.0,1265.0,1304.0,1349.0,1617.0,1273.0,1310.0
1089.0,1274.0,1327.0,1203.0,1529.0,1274.0,1281.0,1221.0,1575.0,1561.0
