339.0,357.0,383.0,424.0,388.0,386.0,435.0,431.0,415.0,376.0
346.0,353.0,389.0,405.0,402.0,417.0,398.0,408.0,405.0,375.0
343.0,360.0,379.0,384.0,436.0,394.0,401.0,410.0,425.0,686.0
338.0,376.0,365.0,431.0,423.0,407.0,397.0,395.0,406.0,344.0
390.0,387.0,373.0,419.0,383.0,445.0,412.0,413.0,403.0,383.0
356.0,369.0,397.0,399.0,413.0,446.0,429.0,418.0,430.0,398.0
369.0,401.0,388.0,421.0,412.0,415.0,422.0,439.0,428.0,452.0
379.0,354.0,403.0,401.0,418.0,436.0,453.0,429.0,432.0,427.0
366.0,392.0,402.0,452.0,434.0,474.0,447.0,445.0,423.0,437.0
424.0,372.0,370.0,421.0,443.0,429.0,438.0,427.0,428.0,426.0
426.0,391.0,377.0,436.0,447.0,447.0,481.0,464.0,440.0,429.0
383.0,381.0,393.0,449.0,465.0,434.0,458.0,445.0,458.0,454.0
408.0,379.0,377.0,450.0,460.0,442.0,459.0,484.0,467.0,433.0
430.0,424.0,430.0,441.0,439.0,438.0,460.0,474.0,437.0,444.0
399.0,384.0,435.0,476.0,482.0,457.0,439.0,479.0,458.0,458.0
463.0,406.0,467.0,459.0,453.0,470.0,473.0,487.0,484.0,486.0
404.0,427.0,490.0,495.0,474.0,491.0,482.0,487.0,489.0,503.0
412.0,466.0,506.0,519.0,487.0,490.0,485.0,487.0,445.0,484.0
484.0,422.0,491.0,513.0,512.0,520.0,520.0,492.0,491.0,481.0
458.0,428.0,511.0,504.0,528.0,519.0,515.0,511.0,471.0,519.0
