349.0,373.0,361.0,411.0,434.0,393.0,415.0,418.0,424.0,413.0
347.0,380.0,370.0,387.0,397.0,428.0,414.0,400.0,424.0,413.0
350.0,398.0,398.0,401.0,411.0,454.0,417.0,397.0,414.0,561.0
370.0,386.0,369.0,408.0,417.0,454.0,435.0,418.0,432.0,406.0
358.0,404.0,381.0,451.0,421.0,423.0,421.0,427.0,434.0,406.0
365.0,378.0,397.0,489.0,420.0,410.0,437.0,456.0,411.0,434.0
402.0,380.0,374.0,463.0,424.0,454.0,413.0,454.0,430.0,428.0
384.0,396.0,383.0,439.0,431.0,429.0,446.0,435.0,483.0,460.0
386.0,399.0,419.0,429.0,443.0,444.0,451.0,433.0,454.0,459.0
383.0,407.0,435.0,436.0,478.0,434.0,456.0,451.0,445.0,449.0
399.0,397.0,441.0,443.0,473.0,476.0,464.0,463.0,536.0,441.0
384.0,432.0,468.0,449.0,596.0,459.0,477.0,476.0,434.0,469.0
385.0,417.0,477.0,473.0,444.0,455.0,450.0,471.0,457.0,487.0
461.0,416.0,507.0,469.0,474.0,495.0,496.0,491.0,455.0,496.0
417.0,545.0,466.0,633.0,501.0,686.0,499.0,624.0,472.0,466.0
421.0,438.0,490.0,443.0,491.0,432.0,513.0,460.0,510.0,494.0
429.0,441.0,522.0,503.0,505.0,473.0,515.0,530.0,497.0,496.0
436.0,447.0,491.0,499.0,542.0,475.0,497.0,501.0,528.0,533.0
446.0,420.0,505.0,492.0,517.0,492.0,526.0,518.0,480.0,495.0
459.0,423.0,516.0,511.0,518.0,499.0,498.0,524.0,522.0,532.0
